OID_,Site_1,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,SUM,Population,OBJECTID,Id,gridcode,Site,OBJECTID_1,FID_Yukon_spawning_sites,Site_12,Latitude,Longitude,FID_YRC_CU,OBJECTID_12,WATERSHED_,SUB_SUB_DR,MAJOR_DRAI,MAJOR_DR_1,SUB_DRAINA,SUB_DRAI_1,SUB_SUB__1,SUB_SUB__2,GEOMETRY_A,GEOMETRY_L,Shape_Leng,Shape_Length,Shape_Area,Drainage_area,Mean_elev,Isolated,Sporadic,Extensive_disc,Continuous,Prod_level
850,MSYukonR,66,94962.000000000000000,94962.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,19641235.500484481453896,Middle Mainstem,66,0,31,MSYukonR,66,31,MSYukonR,62.761839999999999,-137.306000000000012,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,2161436.140892677474767,94018507015.812927246093750,94018507015.812927246093750,1123.666460453840045,6473776500.000000000000000,40227480000.000000000000000,38973458700.000000000000000,8343732600.000000000000000,major
851,BlindCr,67,589.000000000000000,589.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,90644.439941406322760,Pelly,67,162,45,BlindCr,53,45,BlindCr,62.179980000000000,-133.220439999999996,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,169248.856825031485641,572098181.931858539581299,572098181.931858539581299,1226.610920793129935,213300.000000000000000,0.000000000000000,571707900.000000000000000,92700.000000000000000,major
852,LTeslinR,68,35505.000000000000000,35505.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,8153415.690113076940179,Teslin,68,269,76,LTeslinR,31,76,LTeslinR,61.567909999999998,-134.895039999999995,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,1564781.833619125653058,35342435075.978332519531250,35342435075.978332519531250,1157.017670529000043,1741467600.000000000000000,21724977600.000000000000000,9571852800.000000000000000,2304119700.000000000000000,major
853,SMSYukonR,69,32026.000000000000000,32026.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,8825856.020366676151752,Upper Lakes and Mainstem,69,215,91,SMSYukonR,32,91,SMSYukonR,61.571950000000001,-134.907559999999989,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,1203299.398582952097058,31930973263.916919708251953,31930973263.916919708251953,1141.669624958140048,4732308900.000000000000000,15568292700.000000000000000,6270642900.000000000000000,5359680000.000000000000000,minor
854,TakhiniR,70,8357.000000000000000,8357.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,1628093.319396968930960,Upper Lakes and Mainstem,70,0,93,TakhiniR,22,93,TakhiniR,60.841439999999999,-135.183369999999996,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,537860.234717756859027,8298916147.525073051452637,8298916147.525073051452637,1242.764827780059932,219302100.000000000000000,3941457300.000000000000000,2121325200.000000000000000,2016823500.000000000000000,major
855,SixtyMileR,71,3630.000000000000000,3630.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,422038.750007629045285,Lower Mainstem,71,1,18,SixtyMileR,87,18,SixtyMileR,63.563299999999998,-139.762110000000007,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,326692.660093462211080,3430539179.705083370208740,3430539179.705083370208740,862.552077452884987,0.000000000000000,113427000.000000000000000,3154103100.000000000000000,162992700.000000000000000,minor
856,RusselCr,72,522.000000000000000,522.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,100632.840049743695999,Pelly,72,86,62,RusselCr,76,62,RusselCr,63.036239999999999,-133.390350000000012,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,146126.390510803990765,500915546.066150724887848,500915546.066150724887848,1208.337175359479943,0.000000000000000,2700.000000000000000,498383100.000000000000000,2511900.000000000000000,minor
857,HuskyDogCr,73,433.000000000000000,433.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,70507.580177307172562,Pelly,73,87,49,HuskyDogCr,78,49,HuskyDogCr,63.093470000000003,-132.461489999999998,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,122114.048277347101248,413523990.082763791084290,413523990.082763791084290,1176.903973185640098,0.000000000000000,0.000000000000000,413282700.000000000000000,255600.000000000000000,minor
858,LittleKalzasR,74,448.000000000000000,448.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,68013.410064697294729,Pelly,74,97,51,LittleKalzasR,72,51,LittleKalzasR,62.890290000000000,-135.470699999999994,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,123189.458480114364647,432697024.127686560153961,432697024.127686560153961,1070.867244903000028,0.000000000000000,1611900.000000000000000,403245900.000000000000000,27859500.000000000000000,minor
859,NeedlerockCr,75,1077.000000000000000,1077.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,115449.759887695443467,Pelly,75,99,57,NeedlerockCr,68,57,NeedlerockCr,62.806060000000002,-136.212469999999996,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,303274.816586410917807,1035036296.184201478958130,1035036296.184201478958130,821.974461523856007,0.000000000000000,0.000000000000000,1035054000.000000000000000,900.000000000000000,minor
860,EarnR,76,1662.000000000000000,1662.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,213614.239845275966218,Pelly,76,100,46,EarnR,64,46,EarnR,62.736480000000000,-134.697290000000010,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,319099.916714571765624,1600746437.338617563247681,1600746437.338617563247681,957.737183332125028,0.000000000000000,162000.000000000000000,1600372800.000000000000000,194400.000000000000000,minor
861,MicaCr,77,1638.000000000000000,1638.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,182708.250000000029104,Pelly,77,119,53,MicaCr,69,53,MicaCr,62.816369999999999,-136.566969999999998,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,296746.532017450197600,1581708599.819700956344604,1581708599.819700956344604,815.207368110156949,0.000000000000000,0.000000000000000,1581691500.000000000000000,0.000000000000000,minor
862,LittleSalmonR,78,3709.000000000000000,3709.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,446147.719879150157794,Carmacks,78,169,30,LittleSalmonR,50,30,LittleSalmonR,62.053959999999996,-135.666329999999988,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,563674.997752159484662,3600520329.210199832916260,3600520329.210199832916260,1139.813003573610104,0.000000000000000,3377700.000000000000000,3580049700.000000000000000,17145900.000000000000000,major
863,BearfeedCr,79,414.000000000000000,414.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,48667.809951782233838,Carmacks,79,176,21,BearfeedCr,52,21,BearfeedCr,62.167929999999998,-135.077650000000006,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,130877.598858603611006,405338410.863775908946991,405338410.863775908946991,1092.420339363169887,0.000000000000000,37800.000000000000000,405231300.000000000000000,60300.000000000000000,minor
864,AnvilCr,80,1017.000000000000000,1017.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,164236.720169067470124,Pelly,80,184,42,AnvilCr,56,42,AnvilCr,62.444310000000002,-134.129030000000000,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,202617.209995326673379,979990725.377676725387573,979990725.377676725387573,1349.445914475280006,704700.000000000000000,0.000000000000000,979066800.000000000000000,272700.000000000000000,minor
865,KluaneR,81,8484.000000000000000,8484.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,1057992.689865111140534,White Donjek,81,204,28,KluaneR,41,28,KluaneR,61.876849999999997,-139.720290000000006,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,885111.534838129533455,8332932946.202279090881348,8332932946.202279090881348,1456.304356605910016,0.000000000000000,605926800.000000000000000,3979634400.000000000000000,3747423600.000000000000000,minor
866,NBigSalmonR,82,1679.000000000000000,1679.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,175923.580112457333598,Carmacks,82,255,32,NBigSalmonR,38,32,NBigSalmonR,61.762090000000001,-134.613910000000004,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,288197.335072751331609,1641153750.338869810104370,1641153750.338869810104370,1339.558978329230058,0.000000000000000,34114500.000000000000000,1578730500.000000000000000,28278900.000000000000000,minor
867,LapieR,83,1481.000000000000000,1481.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,188796.910079956171103,Pelly,83,260,50,LapieR,47,50,LapieR,62.029190000000000,-132.608239999999995,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,260914.555101468373323,1442518877.549877405166626,1442518877.549877405166626,1415.461419723520066,0.000000000000000,0.000000000000000,1417318200.000000000000000,25203600.000000000000000,minor
868,SBigSalmonR,84,1077.000000000000000,1077.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,78342.179904937744141,Carmacks,84,265,36,SBigSalmonR,33,36,SBigSalmonR,61.607349999999997,-134.437739999999991,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,203567.709437506244285,1058571449.420413494110107,1058571449.420413494110107,1288.190225268700033,0.000000000000000,216215100.000000000000000,690714900.000000000000000,151628400.000000000000000,minor
869,McConnelR,85,1075.000000000000000,1075.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,176750.819984435860533,Teslin,85,275,77,McConnelR,30,77,McConnelR,61.280870000000000,-132.500499999999988,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,216294.757496881473344,1055468882.534691095352173,1055468882.534691095352173,1427.876266535090053,0.000000000000000,13723200.000000000000000,1004681700.000000000000000,37080900.000000000000000,minor
870,McNeilR,86,1086.000000000000000,1086.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,215389.469772338838084,Teslin,86,286,81,McNeilR,26,81,McNeilR,61.163580000000003,-132.287080000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,224698.883748669613851,1064301033.354969859123230,1064301033.354969859123230,1351.907646687589931,0.000000000000000,60578100.000000000000000,974755800.000000000000000,28945800.000000000000000,minor
871,MendenhallR,87,1192.000000000000000,1192.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,90279.789897918657516,Upper Lakes and Mainstem,87,287,82,MendenhallR,17,82,MendenhallR,60.755870000000002,-136.043149999999997,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,244707.548744456144050,1182376375.988016605377197,1182376375.988016605377197,1054.451865760320061,0.000000000000000,824506200.000000000000000,261899100.000000000000000,95930100.000000000000000,minor
872,ScurvyCr,88,129.000000000000000,129.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,12334.459999084476294,Carmacks,88,288,37,ScurvyCr,29,37,ScurvyCr,61.215190000000000,-133.241219999999998,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,62609.953335900740058,127105661.886720433831215,127105661.886720433831215,1465.817725431579902,0.000000000000000,9910800.000000000000000,79893000.000000000000000,37293300.000000000000000,minor
873,Hundred-MileCr,89,560.000000000000000,560.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,91009.390075683608302,Teslin,89,293,72,Hundred-MileCr,25,72,Hundred-MileCr,61.053669999999997,-132.930260000000004,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,163626.275523429416353,561654292.061644077301025,561654292.061644077301025,1037.229657845749898,0.000000000000000,527130000.000000000000000,34401600.000000000000000,117000.000000000000000,minor
874,MichieCr,90,793.000000000000000,793.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,131246.749752044619527,Upper Lakes and Mainstem,90,295,83,MichieCr,15,83,MichieCr,60.673960000000001,-134.472739999999988,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,231343.922657735878602,791616156.703610658645630,791616156.703610658645630,1075.619671138719923,0.000000000000000,632835900.000000000000000,135547200.000000000000000,23265900.000000000000000,minor
875,FlatCr,91,124.000000000000000,124.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,7638.630001068117963,Upper Lakes and Mainstem,91,299,69,FlatCr,23,69,FlatCr,60.858379999999997,-135.517590000000013,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,72641.451922350272071,124204161.913082867860794,124204161.913082867860794,1212.899056071280029,0.000000000000000,63794700.000000000000000,45263700.000000000000000,15129900.000000000000000,minor
876,WolfR,92,4034.000000000000000,4034.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,1099400.339954376220703,Teslin,92,310,98,WolfR,131,98,WolfR,,,,,,,,,Teslin,,,,,,,689899.453904795111157,3997616934.947450637817383,3997616934.947450637817383,1150.902241748179904,0.000000000000000,3218466600.000000000000000,600675300.000000000000000,178589700.000000000000000,major
877,Thirty-MileCr,93,107.000000000000000,107.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,21159.510070800781250,Teslin,93,321,94,Thirty-MileCr,14,94,Thirty-MileCr,60.668170000000003,-132.857100000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,76676.530082460885751,108232980.241216957569122,108232980.241216957569122,1117.872305640029936,4521600.000000000000000,79922700.000000000000000,22609800.000000000000000,1197900.000000000000000,minor
878,SmartR,94,717.000000000000000,717.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,256593.500091552647064,Teslin,94,350,90,SmartR,8,90,SmartR,59.933729999999997,-131.756159999999994,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,152589.632636298105353,710034699.217274427413940,710034699.217274427413940,1281.208048924140030,0.000000000000000,345355200.000000000000000,245697300.000000000000000,118976400.000000000000000,minor
879,MacmillanR,95,14659.000000000000000,14659.000000000000000,swe,StdTime,1993-01-01 0:00:00,1994-01-01 0:00:00,2047586.120567321544513,Pelly,95,1,52,MacmillanR,71,52,MacmillanR,62.867339999999999,-135.898689999999988,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,1352894.518448120215908,14055691572.670930862426758,14055691572.670930862426758,1099.182686356909926,0.000000000000000,52680600.000000000000000,13912768800.000000000000000,90142200.000000000000000,minor
